s5 pm10,m pm10,s1 pm10,s2 pm10,s3 pm10,s4 pm10
69.4,95.2,85.2,0,0,65.1
69,88.8,85.1,0,0,67.9
70.2,86.9,85.8,0,0,68.6
72.5,88.1,85.1,0,0,69.4
74.3,82.2,83,0,0,69.1
76.7,83.9,85.9,0,0,70.8
77.6,86.4,86.7,0,0,72.3
79.5,85.6,87.4,0,0,70
81.4,87.5,89.5,0,0,70.8
79.9,84.8,88.4,0,0,70.3
78.7,88.5,87.1,0,0,70.7
78.6,86.1,83.5,0,0,68.4
79.4,84.7,83.8,0,0,68.5
77.8,82.5,83.9,0,0,67.8
74.4,80.2,84.4,0,0,67.3
77.4,81.9,84.2,0,0,68.7
74.9,77.9,85.6,0,0,67.5
76.4,84,86.3,0,0,67.7
78.5,87.2,85.7,0,0,67.6
77.3,90.3,85.8,0,0,67.8
77.3,88.9,85.3,0,0,67.3
76.8,87.6,84.5,0,0,68.9
77.3,85.5,82.5,0,0,68.6
74.1,78.9,81.6,0,0,70.2
74.1,79.4,82.6,0,0,70.1
73.9,79.7,80.9,0,0,70.4
73.5,78.5,77.3,0,0,70.3
73.8,76.8,77.8,0,0,68.1
73.3,78.5,76.2,0,0,68.8
75.6,83.1,77.9,0,0,69.9
73.1,82.2,81.2,0,0,68.8
74.1,82.4,79.3,0,0,67.9
74.3,83.6,79.2,0,0,69.4
70.7,80.5,79.3,0,0,72.5
73.1,80.9,80.5,0,0,70.9
74.2,79.7,79.4,0,0,71.5
74.5,79.9,80.3,0,0,71.8
75.7,78.5,77.4,0,0,71.4
79,80.4,76.5,0,0,74.3
81.9,81.7,78.6,0,0,72.2
80,84.8,81.5,0,0,75.3
78.8,83,77.6,0,0,78.1
78.4,79.7,74.5,0,0,78.4
78.1,77.4,75.1,0,0,78.9
75.2,85.6,74.8,0,0,75.5
72,88,76.9,0,0,75.8
66.9,87.5,76.5,0,0,73.9
68.9,86.9,78.5,0,0,71.5
67.7,87.7,79,0,0,71.5
64.1,91.3,83.1,0,0,70.8
61.9,84.6,82.5,0,0,68.4
62.7,85.7,78.5,0,0,69.9
64.7,84.2,75.9,0,0,71.7
60.8,84.7,75,0,0,68.1
61.1,85.3,74.2,0,0,68
62.5,87.2,74.5,0,0,67.6
61.5,85.7,73.6,0,0,68.9
61.4,84.3,75.6,0,0,64.4
62.5,84.4,75.7,0,0,60.7
66.6,82.6,77.7,0,0,61.7
67.6,82.2,78.3,0,0,62.9
68.1,77,75.6,0,0,64.5
70.8,80,78.1,0,0,65.9
72.1,78.8,76.8,0,0,69.2
70,80.4,78,0,0,69.7
68,81.1,78.3,0,0,69.2
68,81.1,78.3,0,0,69.2
79.1,80.6,80.2,0,0,77.5
80.9,84.4,84.4,0,0,77.8
77.5,88.1,84.2,0,0,73.3
74.3,88.5,86.9,0,0,73
69.7,88,87.1,0,0,73.3
70.3,92.4,87.3,0,0,71.6
